Typ;Name;Latitude;Longitude;Tempolimit;Details
Routenpunkt (Way);Alexanderstraße;49.8747951;8.6573358;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8747751;8.6572503;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8747618;8.6571933;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8747618;8.6571933;;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87472925;8.65705375;;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8746967;8.6569142;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8746967;8.6569142;;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8746733;8.65679935;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8746499;8.6566845;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8746499;8.6566845;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.87462653333333;8.656508966666667;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.87460316666667;8.656333433333334;50.0;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8745798;8.6561579;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8745704;8.6560997;50.0;Original OSM
Routenpunkt (Way);Alexanderstraße;49.8745555;8.6559976;50.0;Original OSM
Routenpunkt (Way);Unbekannt;49.8744741;8.655861349999999;;Interpoliert
Routenpunkt (Way);Alexanderstraße;49.8745397;8.6558339;50.0;Original OSM
Routenpunkt (Way);Unbekannt;49.8745397;8.6558339;;Original OSM
Routenpunkt (Way);Unbekannt;49.8744085;8.6558888;;Original OSM
Routenpunkt (Way);Unbekannt;49.8743695;8.6559221;;Original OSM
Routenpunkt (Way);Unbekannt;49.8743695;8.6559221;;Original OSM
Routenpunkt (Way);Unbekannt;49.8743443;8.6559454;;Original OSM
Routenpunkt (Way);Unbekannt;49.874317;8.6559678;;Original OSM
Routenpunkt (Way);Unbekannt;49.8742797;8.6559882;;Original OSM
Routenpunkt (Way);Unbekannt;49.8742077;8.6560156;;Original OSM
Routenpunkt (Way);Schlossgraben;49.8742077;8.6560156;;Original OSM
Routenpunkt (Way);Schlossgraben;49.87411133333333;8.656048266666666;;Interpoliert
Routenpunkt (Way);Schlossgraben;49.87401496666667;8.656080933333334;;Interpoliert
Routenpunkt (Way);Schlossgraben;49.8739186;8.6561136;;Original OSM
Haltestelle;Kongresszentrum darmstadtium;49.8738466;8.656138;;Bus Stop
